address,size,name,namespace,source,recovery,organized_file
104a6e40,17,ModelRefine::FaceEqualitySplitter::getGroup,ModelRefine::FaceEqualitySplitter,IMPORTED,pseudocode,src/geometry/ModelRefine_recovered.cpp
104a6e60,22,ModelRefine::FaceAdjacencySplitter::getGroupCount,ModelRefine::FaceAdjacencySplitter,IMPORTED,pseudocode,src/geometry/ModelRefine_recovered.cpp
104a6e80,22,ModelRefine::FaceEqualitySplitter::getGroupCount,ModelRefine::FaceEqualitySplitter,IMPORTED,pseudocode,src/geometry/ModelRefine_recovered.cpp
104a6ea0,4,ModelRefine::FaceUniter::getModifiedShapes,ModelRefine::FaceUniter,IMPORTED,pseudocode,src/geometry/ModelRefine_recovered.cpp
104a6eb0,43,ModelRefine::getPlaneObject,ModelRefine,IMPORTED,pseudocode,src/geometry/ModelRefine_recovered.cpp
104a6ee0,3,ModelRefine::FaceUniter::getShell,ModelRefine::FaceUniter,IMPORTED,pseudocode,src/geometry/ModelRefine_recovered.cpp
104a6ef0,6,ModelRefine::FaceTypedBSpline::getType,ModelRefine::FaceTypedBSpline,IMPORTED,pseudocode,src/geometry/ModelRefine_recovered.cpp
104a6f00,6,ModelRefine::FaceTypedCylinder::getType,ModelRefine::FaceTypedCylinder,IMPORTED,pseudocode,src/geometry/ModelRefine_recovered.cpp
104a6f10,3,ModelRefine::FaceTypedPlane::getType,ModelRefine::FaceTypedPlane,IMPORTED,pseudocode,src/geometry/ModelRefine_recovered.cpp
104a6f20,110,ModelRefine::FaceTypeSplitter::getTypedFaceVector,ModelRefine::FaceTypeSplitter,IMPORTED,pseudocode,src/geometry/ModelRefine_recovered.cpp
104a6f90,76,ModelRefine::FaceTypeSplitter::hasType,ModelRefine::FaceTypeSplitter,IMPORTED,pseudocode,src/geometry/ModelRefine_recovered.cpp
104a7000,1783,ModelRefine::FaceTypedBSpline::isEqual,ModelRefine::FaceTypedBSpline,IMPORTED,pseudocode,src/geometry/ModelRefine_recovered.cpp
104a7710,433,ModelRefine::FaceTypedCylinder::isEqual,ModelRefine::FaceTypedCylinder,IMPORTED,pseudocode,src/geometry/ModelRefine_recovered.cpp
104a78d0,470,ModelRefine::FaceTypedPlane::isEqual,ModelRefine::FaceTypedPlane,IMPORTED,pseudocode,src/geometry/ModelRefine_recovered.cpp
104a7ab0,4,ModelRefine::FaceUniter::isModified,ModelRefine::FaceUniter,IMPORTED,pseudocode,src/geometry/ModelRefine_recovered.cpp
104a7e80,3123,ModelRefine::FaceUniter::process,ModelRefine::FaceUniter,IMPORTED,pseudocode,src/geometry/ModelRefine_recovered.cpp
104a9030,342,ModelRefine::FaceAdjacencySplitter::recursiveFind,ModelRefine::FaceAdjacencySplitter,IMPORTED,pseudocode,src/geometry/ModelRefine_recovered.cpp
104a9190,192,ModelRefine::FaceTypeSplitter::registerType,ModelRefine::FaceTypeSplitter,IMPORTED,pseudocode,src/geometry/ModelRefine_recovered.cpp
104a9250,365,ModelRefine::removeFaces,ModelRefine,IMPORTED,pseudocode,src/geometry/ModelRefine_recovered.cpp
104a95c0,465,ModelRefine::FaceAdjacencySplitter::split,ModelRefine::FaceAdjacencySplitter,IMPORTED,pseudocode,src/geometry/ModelRefine_recovered.cpp
104a97a0,618,ModelRefine::FaceEqualitySplitter::split,ModelRefine::FaceEqualitySplitter,IMPORTED,pseudocode,src/geometry/ModelRefine_recovered.cpp
104a9a10,455,ModelRefine::FaceTypeSplitter::split,ModelRefine::FaceTypeSplitter,IMPORTED,pseudocode,src/geometry/ModelRefine_recovered.cpp
104c6d00,4,DialogSort::getSortType,DialogSort,IMPORTED,pseudocode,src/features/DialogSort_recovered.cpp
1074f380,1753,DialogSort::DialogSort,DialogSort,IMPORTED,pseudocode,src/features/DialogSort_recovered.cpp
1074fb00,166,DialogSort::~DialogSort,DialogSort,IMPORTED,pseudocode,src/features/DialogSort_recovered.cpp
1074fde6,8,DialogSort::`vector_deleting_destructor'`adjustor{8}',DialogSort,ANALYSIS,pseudocode,src/features/DialogSort_recovered.cpp
1074fdf0,30,DialogSort::`scalar_deleting_destructor',DialogSort,IMPORTED,pseudocode,src/features/DialogSort_recovered.cpp
1074ff20,349,DialogSort::createSortBtn,DialogSort,IMPORTED,pseudocode,src/features/DialogSort_recovered.cpp
10750240,12,DialogSort::getAllowance,DialogSort,IMPORTED,pseudocode,src/features/DialogSort_recovered.cpp
10750380,8,DialogSort::on_btn_Cancel_clicked,DialogSort,IMPORTED,pseudocode,src/features/DialogSort_recovered.cpp
10750390,59,DialogSort::on_btn_Confirm_clicked,DialogSort,IMPORTED,pseudocode,src/features/DialogSort_recovered.cpp
10750bb0,305,DialogSort::sortWayChanged,DialogSort,IMPORTED,pseudocode,src/features/DialogSort_recovered.cpp
10750cf0,42,DialogSort::tr,DialogSort,IMPORTED,pseudocode,src/features/DialogSort_recovered.cpp
10771cd0,57,ModuleAutoHole::GenerateWorkParamsList::GenerateWorkParamsList,ModuleAutoHole::GenerateWorkParamsList,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
10771e20,4466,ModuleAutoHole::ModuleAutoHole,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
10773440,74,ModuleAutoHole::WorkItem::WorkItem,ModuleAutoHole::WorkItem,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
10773490,49,ModuleAutoHole::WorkItem::WorkItem,ModuleAutoHole::WorkItem,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
107734d0,188,ModuleAutoHole::WorkParams::WorkParams,ModuleAutoHole::WorkParams,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
10773590,29,ModuleAutoHole::WorkParamsList::WorkParamsList,ModuleAutoHole::WorkParamsList,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
107735b0,17,ModuleAutoHole::WorkParamsList::WorkParamsList,ModuleAutoHole::WorkParamsList,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
107735d0,176,ModuleAutoHole::WorkSchemes::WorkSchemes,ModuleAutoHole::WorkSchemes,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
10773680,56,ModuleAutoHole::WorkSchemes::WorkSchemes,ModuleAutoHole::WorkSchemes,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
107736c0,128,ModuleAutoHole::WorkToollib::WorkToollib,ModuleAutoHole::WorkToollib,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
10773740,43,ModuleAutoHole::WorkToollib::WorkToollib,ModuleAutoHole::WorkToollib,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
10774270,1223,ModuleAutoHole::~ModuleAutoHole,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
10774740,132,ModuleAutoHole::WorkItem::~WorkItem,ModuleAutoHole::WorkItem,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
107747d0,39,ModuleAutoHole::WorkParamsList::~WorkParamsList,ModuleAutoHole::WorkParamsList,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
10774800,225,ModuleAutoHole::WorkSchemes::~WorkSchemes,ModuleAutoHole::WorkSchemes,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
107748f0,6,ModuleAutoHole::WorkToollib::~WorkToollib,ModuleAutoHole::WorkToollib,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
10774d60,131,ModuleAutoHole::GenerateWorkParamsList::operator=,ModuleAutoHole::GenerateWorkParamsList,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
10774e70,396,ModuleAutoHole::WorkParams::operator=,ModuleAutoHole::WorkParams,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
10775000,90,ModuleAutoHole::WorkParamsList::operator=,ModuleAutoHole::WorkParamsList,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
107776b6,8,ModuleAutoHole::`vector_deleting_destructor'`adjustor{8}',ModuleAutoHole,ANALYSIS,pseudocode,src/features/ModuleAutoHole_recovered.cpp
107779f0,30,ModuleAutoHole::`scalar_deleting_destructor',ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
10777a10,152,ModuleAutoHole::WorkItem::`scalar_deleting_destructor',ModuleAutoHole::WorkItem,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
10777ab0,125,ModuleAutoHole::WorkParams::`scalar_deleting_destructor',ModuleAutoHole::WorkParams,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
10777b30,65,ModuleAutoHole::WorkParamsList::`scalar_deleting_destructor',ModuleAutoHole::WorkParamsList,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
10777b80,30,ModuleAutoHole::WorkSchemes::`scalar_deleting_destructor',ModuleAutoHole::WorkSchemes,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
10777ba0,31,ModuleAutoHole::WorkToollib::`scalar_deleting_destructor',ModuleAutoHole::WorkToollib,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
10778550,5,ModuleAutoHole::acceptedTaskProgress,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
107785d0,21099,ModuleAutoHole::analyShape,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
1077f850,791,ModuleAutoHole::calFaceAngle,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
1077fb70,5117,ModuleAutoHole::calOtherParams,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
10780f70,927,ModuleAutoHole::calSlopeFaceZ,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
10784410,385,ModuleAutoHole::clearData,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
107845a0,365,ModuleAutoHole::clearShapeHole,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
10784720,632,ModuleAutoHole::clearWorkParams,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
10784e20,1220,ModuleAutoHole::craftTypeChanged,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
10785710,38,ModuleAutoHole::customContextMenuRequested,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
10785740,38,ModuleAutoHole::customContextMenuRequestedSubHole,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
10785770,38,ModuleAutoHole::customContextMenuRequestedSubOp,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
107880a0,135,ModuleAutoHole::eventFilter,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
107883d0,16034,ModuleAutoHole::generateWorkList,ModuleAutoHole,IMPORTED,symbolized_assembly,src/features/ModuleAutoHole_recovered.cpp
1078c2e0,3,ModuleAutoHole::hideEvent,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
1078c5a0,1611,ModuleAutoHole::initalSubHoleTable,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
1078cbf0,7042,ModuleAutoHole::initalSubItemTable,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
1078e780,8226,ModuleAutoHole::initalTable,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
10790c30,607,ModuleAutoHole::WorkParams::isEqual,ModuleAutoHole::WorkParams,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
10791170,154,ModuleAutoHole::materialChanged,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
10792a00,15441,ModuleAutoHole::on_btn_Generate_clicked,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
107966a0,514,ModuleAutoHole::on_btn_OpenExcel_clicked,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
107968b0,8,ModuleAutoHole::on_btn_SelectFace_clicked,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
107968c0,8,ModuleAutoHole::on_btn_SelectSolid_clicked,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
107969b0,1505,ModuleAutoHole::processDelete,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
10796fa0,44,ModuleAutoHole::processDeleteAll,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
10796fd0,1061,ModuleAutoHole::processSubHoleDelete,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
10797400,835,ModuleAutoHole::processSubOpDelete,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
10797760,8004,ModuleAutoHole::readExcelData,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
107996e0,2806,ModuleAutoHole::readExcelSheet,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
1079a1f0,661,ModuleAutoHole::readSimplifyTxt,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
1079a490,2007,ModuleAutoHole::recursionShapeHole,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
1079be60,1346,ModuleAutoHole::selectClick,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
1079c3b0,142,ModuleAutoHole::setDetectedShape,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
1079c440,709,ModuleAutoHole::setSelectedShapes,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
1079e690,148,ModuleAutoHole::shapeSelect,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
1079e730,1811,ModuleAutoHole::showCoord,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
1079ee50,1205,ModuleAutoHole::showHoleShape,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
1079f3f0,564,ModuleAutoHole::slotCoordSelectedChanged,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
1079f860,115,ModuleAutoHole::tabHoleChanged,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
1079f8e0,474,ModuleAutoHole::tableItemChanged,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
1079fac0,8,ModuleAutoHole::tableSelectionChanged,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
1079fad0,8,ModuleAutoHole::tableSelectionChangedSubHole,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
1079fae0,402,ModuleAutoHole::toolMagazineChanged,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
1079fc80,42,ModuleAutoHole::tr,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
1079ff00,4684,ModuleAutoHole::workSchemesListChanged,ModuleAutoHole,IMPORTED,pseudocode,src/features/ModuleAutoHole_recovered.cpp
10800460,247,ModuleAutoSlotFrame::EdgeMapDiameter::EdgeMapDiameter,ModuleAutoSlotFrame::EdgeMapDiameter,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10800560,179,ModuleAutoSlotFrame::EdgeMapDiameter::EdgeMapDiameter,ModuleAutoSlotFrame::EdgeMapDiameter,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10800640,22,ModuleAutoSlotFrame::GenerateWorkParamsList::GenerateWorkParamsList,ModuleAutoSlotFrame::GenerateWorkParamsList,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
108007f0,6843,ModuleAutoSlotFrame::ModuleAutoSlotFrame,ModuleAutoSlotFrame,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
108022e0,123,ModuleAutoSlotFrame::WorkItem::WorkItem,ModuleAutoSlotFrame::WorkItem,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10802360,85,ModuleAutoSlotFrame::WorkItem::WorkItem,ModuleAutoSlotFrame::WorkItem,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
108023c0,143,ModuleAutoSlotFrame::WorkParams::WorkParams,ModuleAutoSlotFrame::WorkParams,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10802450,29,ModuleAutoSlotFrame::WorkParamsList::WorkParamsList,ModuleAutoSlotFrame::WorkParamsList,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10802470,17,ModuleAutoSlotFrame::WorkParamsList::WorkParamsList,ModuleAutoSlotFrame::WorkParamsList,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10802490,225,ModuleAutoSlotFrame::WorkSchemes::WorkSchemes,ModuleAutoSlotFrame::WorkSchemes,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10802580,61,ModuleAutoSlotFrame::WorkSchemes::WorkSchemes,ModuleAutoSlotFrame::WorkSchemes,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
108025c0,122,ModuleAutoSlotFrame::WorkToollib::WorkToollib,ModuleAutoSlotFrame::WorkToollib,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10802640,36,ModuleAutoSlotFrame::WorkToollib::WorkToollib,ModuleAutoSlotFrame::WorkToollib,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10802670,226,ModuleAutoSlotFrame::WorkWireData::WorkWireData,ModuleAutoSlotFrame::WorkWireData,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10802760,151,ModuleAutoSlotFrame::WorkWireData::WorkWireData,ModuleAutoSlotFrame::WorkWireData,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10803800,328,ModuleAutoSlotFrame::EdgeMapDiameter::~EdgeMapDiameter,ModuleAutoSlotFrame::EdgeMapDiameter,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10803af0,1786,ModuleAutoSlotFrame::~ModuleAutoSlotFrame,ModuleAutoSlotFrame,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10804300,175,ModuleAutoSlotFrame::WorkItem::~WorkItem,ModuleAutoSlotFrame::WorkItem,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
108043b0,39,ModuleAutoSlotFrame::WorkParamsList::~WorkParamsList,ModuleAutoSlotFrame::WorkParamsList,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
108043e0,180,ModuleAutoSlotFrame::WorkSchemes::~WorkSchemes,ModuleAutoSlotFrame::WorkSchemes,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
108044a0,6,ModuleAutoSlotFrame::WorkToollib::~WorkToollib,ModuleAutoSlotFrame::WorkToollib,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
108044b0,239,ModuleAutoSlotFrame::WorkWireData::~WorkWireData,ModuleAutoSlotFrame::WorkWireData,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10804c40,99,ModuleAutoSlotFrame::WorkItem::operator=,ModuleAutoSlotFrame::WorkItem,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10804cb0,273,ModuleAutoSlotFrame::WorkParams::operator=,ModuleAutoSlotFrame::WorkParams,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10804dd0,90,ModuleAutoSlotFrame::WorkParamsList::operator=,ModuleAutoSlotFrame::WorkParamsList,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10806070,343,ModuleAutoSlotFrame::WorkParams::operator<,ModuleAutoSlotFrame::WorkParams,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
108138fe,8,ModuleAutoSlotFrame::`vector_deleting_destructor'`adjustor{8}',ModuleAutoSlotFrame,ANALYSIS,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10813dc0,30,ModuleAutoSlotFrame::EdgeMapDiameter::`scalar_deleting_destructor',ModuleAutoSlotFrame::EdgeMapDiameter,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10813de0,30,ModuleAutoSlotFrame::GenerateWorkParamsList::`scalar_deleting_destructor',ModuleAutoSlotFrame::GenerateWorkParamsList,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10813e20,30,ModuleAutoSlotFrame::`scalar_deleting_destructor',ModuleAutoSlotFrame,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10813e80,30,ModuleAutoSlotFrame::WorkItem::`scalar_deleting_destructor',ModuleAutoSlotFrame::WorkItem,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10813ea0,139,ModuleAutoSlotFrame::WorkParams::`scalar_deleting_destructor',ModuleAutoSlotFrame::WorkParams,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10813f30,65,ModuleAutoSlotFrame::WorkParamsList::`scalar_deleting_destructor',ModuleAutoSlotFrame::WorkParamsList,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10813f80,30,ModuleAutoSlotFrame::WorkSchemes::`scalar_deleting_destructor',ModuleAutoSlotFrame::WorkSchemes,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10813fa0,31,ModuleAutoSlotFrame::WorkToollib::`scalar_deleting_destructor',ModuleAutoSlotFrame::WorkToollib,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10813fc0,30,ModuleAutoSlotFrame::WorkWireData::`scalar_deleting_destructor',ModuleAutoSlotFrame::WorkWireData,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10815020,456,ModuleAutoSlotFrame::acceptedGenerate,ModuleAutoSlotFrame,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
108151f0,5,ModuleAutoSlotFrame::acceptedTaskProgress,ModuleAutoSlotFrame,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
108152b0,21064,ModuleAutoSlotFrame::analyFace,ModuleAutoSlotFrame,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
1081a530,27358,ModuleAutoSlotFrame::analyShape,ModuleAutoSlotFrame,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
108229f0,791,ModuleAutoSlotFrame::calFaceAngle,ModuleAutoSlotFrame,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10822d10,4227,ModuleAutoSlotFrame::calNonCloseComplementType,ModuleAutoSlotFrame,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10823da0,2543,ModuleAutoSlotFrame::calProtectedShapes,ModuleAutoSlotFrame,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10824790,13450,ModuleAutoSlotFrame::calSideProtectedShapes,ModuleAutoSlotFrame,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
108284f0,2322,ModuleAutoSlotFrame::checkBottomValid,ModuleAutoSlotFrame,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10828e10,195,ModuleAutoSlotFrame::checkBoxContain,ModuleAutoSlotFrame,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10828ee0,6892,ModuleAutoSlotFrame::checkForInterShape,ModuleAutoSlotFrame,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
1082aa70,7384,ModuleAutoSlotFrame::checkForInterference,ModuleAutoSlotFrame,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
1082c790,355,ModuleAutoSlotFrame::checkIsClosed,ModuleAutoSlotFrame,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
1082c900,2082,ModuleAutoSlotFrame::checkIsOnTubeOutside,ModuleAutoSlotFrame,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
1082d3a0,365,ModuleAutoSlotFrame::clearShapeFrame,ModuleAutoSlotFrame,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
1082d520,646,ModuleAutoSlotFrame::clearWorkParams,ModuleAutoSlotFrame,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
1082d7b0,170,ModuleAutoSlotFrame::compareBox,ModuleAutoSlotFrame,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
1082d860,4061,ModuleAutoSlotFrame::compareSameOuter,ModuleAutoSlotFrame,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
1082eed0,1025,ModuleAutoSlotFrame::craftTypeChanged,ModuleAutoSlotFrame,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
1082f360,2458,ModuleAutoSlotFrame::createClearCornerWire,ModuleAutoSlotFrame,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
1082fd00,5605,ModuleAutoSlotFrame::createCompound,ModuleAutoSlotFrame,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10831810,590,ModuleAutoSlotFrame::createProtectFace,ModuleAutoSlotFrame,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10831a70,41249,ModuleAutoSlotFrame::createWireList,ModuleAutoSlotFrame,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
1083bbf0,514,ModuleAutoSlotFrame::createWireList,ModuleAutoSlotFrame,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
1083be00,1986,ModuleAutoSlotFrame::createWirePtr,ModuleAutoSlotFrame,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
1083cb90,15562,ModuleAutoSlotFrame::createWorkWire,ModuleAutoSlotFrame,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10844170,1294,ModuleAutoSlotFrame::curveOnPanel,ModuleAutoSlotFrame,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
108446b0,41,ModuleAutoSlotFrame::customContextMenuRequested,ModuleAutoSlotFrame,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
108446e0,41,ModuleAutoSlotFrame::customContextMenuRequestedSubOp,ModuleAutoSlotFrame,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
10844710,41,ModuleAutoSlotFrame::customContextMenuRequestedSubShape,ModuleAutoSlotFrame,IMPORTED,pseudocode,src/features/ModuleAutoSlotFrame_recovered.cpp
